id,domain,phylum,class,order,family,genus
genome_001162,Domain_01,Phylum_02,Class_006,Order_018,Family_0072,Genus_0145
genome_001163,Domain_01,Phylum_02,Class_006,Order_018,Family_0072,Genus_0145
genome_001164,Domain_01,Phylum_02,Class_006,Order_018,Family_0072,Genus_0145
genome_001165,Domain_01,Phylum_02,Class_006,Order_018,Family_0072,Genus_0145
genome_001166,Domain_01,Phylum_02,Class_006,Order_018,Family_0072,Genus_0145
genome_001167,Domain_01,Phylum_02,Class_006,Order_018,Family_0072,Genus_0145
genome_001168,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0146
genome_001169,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0146
genome_001170,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0146
genome_001171,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0146
genome_001172,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0146
genome_001173,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0146
genome_001174,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0146
genome_001175,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0146
genome_001176,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0147
genome_001177,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0147
genome_001178,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0147
genome_001179,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0147
genome_001180,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0147
genome_001181,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0147
genome_001182,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0147
genome_001183,Domain_01,Phylum_02,Class_006,Order_018,Family_0073,Genus_0147
genome_001184,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0148
genome_001185,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0148
genome_001186,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0148
genome_001187,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0148
genome_001188,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0148
genome_001189,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0148
genome_001190,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0148
genome_001191,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0148
genome_001192,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0149
genome_001193,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0149
genome_001194,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0149
genome_001195,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0149
genome_001196,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0149
genome_001197,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0149
genome_001198,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0149
genome_001199,Domain_01,Phylum_02,Class_006,Order_018,Family_0074,Genus_0149
genome_001200,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0150
genome_001201,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0150
genome_001202,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0150
genome_001203,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0150
genome_001204,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0150
genome_001205,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0150
genome_001206,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0150
genome_001207,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0150
genome_001208,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0151
genome_001209,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0151
genome_001210,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0151
genome_001211,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0151
genome_001212,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0151
genome_001213,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0151
genome_001214,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0151
genome_001215,Domain_01,Phylum_02,Class_006,Order_018,Family_0075,Genus_0151
genome_001216,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0152
genome_001217,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0152
genome_001218,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0152
genome_001219,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0152
genome_001220,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0152
genome_001221,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0152
genome_001222,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0152
genome_001223,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0152
genome_001224,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0153
genome_001225,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0153
genome_001226,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0153
genome_001227,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0153
genome_001228,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0153
genome_001229,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0153
genome_001230,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0153
genome_001231,Domain_01,Phylum_02,Class_006,Order_019,Family_0076,Genus_0153
genome_001232,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0154
genome_001233,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0154
genome_001234,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0154
genome_001235,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0154
genome_001236,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0154
genome_001237,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0154
genome_001238,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0154
genome_001239,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0154
genome_001240,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0155
genome_001241,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0155
genome_001242,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0155
genome_001243,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0155
genome_001244,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0155
genome_001245,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0155
genome_001246,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0155
genome_001247,Domain_01,Phylum_02,Class_006,Order_019,Family_0077,Genus_0155
genome_001248,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0156
genome_001249,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0156
genome_001250,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0156
genome_001251,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0156
genome_001252,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0156
genome_001253,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0156
genome_001254,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0156
genome_001255,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0156
genome_001256,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0157
genome_001257,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0157
genome_001258,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0157
genome_001259,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0157
genome_001260,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0157
genome_001261,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0157
genome_001262,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0157
genome_001263,Domain_01,Phylum_02,Class_006,Order_019,Family_0078,Genus_0157
genome_001264,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0158
genome_001265,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0158
genome_001266,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0158
genome_001267,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0158
genome_001268,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0158
genome_001269,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0158
genome_001270,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0158
genome_001271,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0158
genome_001272,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0159
genome_001273,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0159
genome_001274,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0159
genome_001275,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0159
genome_001276,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0159
genome_001277,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0159
genome_001278,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0159
genome_001279,Domain_01,Phylum_02,Class_006,Order_019,Family_0079,Genus_0159
genome_001280,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0160
genome_001281,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0160
genome_001282,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0160
genome_001283,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0160
genome_001284,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0160
genome_001285,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0160
genome_001286,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0160
genome_001287,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0160
genome_001288,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0161
genome_001289,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0161
genome_001290,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0161
genome_001291,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0161
genome_001292,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0161
genome_001293,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0161
genome_001294,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0161
genome_001295,Domain_01,Phylum_02,Class_006,Order_020,Family_0080,Genus_0161
genome_001296,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0162
genome_001297,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0162
genome_001298,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0162
genome_001299,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0162
genome_001300,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0162
genome_001301,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0162
genome_001302,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0162
genome_001303,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0162
genome_001304,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0163
genome_001305,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0163
genome_001306,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0163
genome_001307,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0163
genome_001308,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0163
genome_001309,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0163
genome_001310,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0163
genome_001311,Domain_01,Phylum_02,Class_006,Order_020,Family_0081,Genus_0163
genome_001312,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0164
genome_001313,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0164
genome_001314,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0164
genome_001315,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0164
genome_001316,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0164
genome_001317,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0164
genome_001318,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0164
genome_001319,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0164
genome_001320,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0165
genome_001321,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0165
genome_001322,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0165
genome_001323,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0165
genome_001324,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0165
genome_001325,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0165
genome_001326,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0165
genome_001327,Domain_01,Phylum_02,Class_006,Order_020,Family_0082,Genus_0165
genome_001328,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0166
genome_001329,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0166
genome_001330,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0166
genome_001331,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0166
genome_001332,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0166
genome_001333,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0166
genome_001334,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0166
genome_001335,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0166
genome_001336,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0167
genome_001337,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0167
genome_001338,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0167
genome_001339,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0167
genome_001340,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0167
genome_001341,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0167
genome_001342,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0167
genome_001343,Domain_01,Phylum_02,Class_006,Order_020,Family_0083,Genus_0167
genome_001344,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0168
genome_001345,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0168
genome_001346,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0168
genome_001347,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0168
genome_001348,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0168
genome_001349,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0168
genome_001350,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0168
genome_001351,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0168
genome_001352,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0169
genome_001353,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0169
genome_001354,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0169
genome_001355,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0169
genome_001356,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0169
genome_001357,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0169
genome_001358,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0169
genome_001359,Domain_01,Phylum_02,Class_007,Order_021,Family_0084,Genus_0169
genome_001360,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0170
genome_001361,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0170
genome_001362,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0170
genome_001363,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0170
genome_001364,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0170
genome_001365,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0170
genome_001366,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0170
genome_001367,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0170
genome_001368,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0171
genome_001369,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0171
genome_001370,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0171
genome_001371,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0171
genome_001372,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0171
genome_001373,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0171
genome_001374,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0171
genome_001375,Domain_01,Phylum_02,Class_007,Order_021,Family_0085,Genus_0171
genome_001376,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0172
genome_001377,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0172
genome_001378,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0172
genome_001379,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0172
genome_001380,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0172
genome_001381,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0172
genome_001382,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0172
genome_001383,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0172
genome_001384,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0173
genome_001385,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0173
genome_001386,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0173
genome_001387,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0173
genome_001388,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0173
genome_001389,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0173
genome_001390,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0173
genome_001391,Domain_01,Phylum_02,Class_007,Order_021,Family_0086,Genus_0173
genome_001392,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0174
genome_001393,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0174
genome_001394,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0174
genome_001395,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0174
genome_001396,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0174
genome_001397,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0174
genome_001398,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0174
genome_001399,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0174
genome_001400,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0175
genome_001401,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0175
genome_001402,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0175
genome_001403,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0175
genome_001404,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0175
genome_001405,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0175
genome_001406,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0175
genome_001407,Domain_01,Phylum_02,Class_007,Order_021,Family_0087,Genus_0175
genome_001408,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0176
genome_001409,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0176
genome_001410,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0176
genome_001411,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0176
genome_001412,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0176
genome_001413,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0176
genome_001414,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0176
genome_001415,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0176
genome_001416,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0177
genome_001417,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0177
genome_001418,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0177
genome_001419,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0177
genome_001420,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0177
genome_001421,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0177
genome_001422,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0177
genome_001423,Domain_01,Phylum_02,Class_007,Order_022,Family_0088,Genus_0177
genome_001424,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0178
genome_001425,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0178
genome_001426,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0178
genome_001427,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0178
genome_001428,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0178
genome_001429,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0178
genome_001430,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0178
genome_001431,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0178
genome_001432,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0179
genome_001433,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0179
genome_001434,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0179
genome_001435,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0179
genome_001436,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0179
genome_001437,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0179
genome_001438,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0179
genome_001439,Domain_01,Phylum_02,Class_007,Order_022,Family_0089,Genus_0179
genome_001440,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0180
genome_001441,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0180
genome_001442,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0180
genome_001443,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0180
genome_001444,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0180
genome_001445,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0180
genome_001446,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0180
genome_001447,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0180
genome_001448,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0181
genome_001449,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0181
genome_001450,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0181
genome_001451,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0181
genome_001452,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0181
genome_001453,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0181
genome_001454,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0181
genome_001455,Domain_01,Phylum_02,Class_007,Order_022,Family_0090,Genus_0181
genome_001456,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0182
genome_001457,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0182
genome_001458,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0182
genome_001459,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0182
genome_001460,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0182
genome_001461,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0182
genome_001462,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0182
genome_001463,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0182
genome_001464,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0183
genome_001465,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0183
genome_001466,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0183
genome_001467,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0183
genome_001468,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0183
genome_001469,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0183
genome_001470,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0183
genome_001471,Domain_01,Phylum_02,Class_007,Order_022,Family_0091,Genus_0183
genome_001472,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0184
genome_001473,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0184
genome_001474,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0184
genome_001475,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0184
genome_001476,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0184
genome_001477,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0184
genome_001478,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0184
genome_001479,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0184
genome_001480,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0185
genome_001481,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0185
genome_001482,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0185
genome_001483,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0185
genome_001484,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0185
genome_001485,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0185
genome_001486,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0185
genome_001487,Domain_01,Phylum_02,Class_007,Order_023,Family_0092,Genus_0185
genome_001488,Domain_01,Phylum_02,Class_007,Order_023,Family_0093,Genus_0186
genome_001489,Domain_01,Phylum_02,Class_007,Order_023,Family_0093,Genus_0186
genome_001490,Domain_01,Phylum_02,Class_007,Order_023,Family_0093,Genus_0186
genome_001491,Domain_01,Phylum_02,Class_007,Order_023,Family_0093,Genus_0186
genome_001492,Domain_01,Phylum_02,Class_007,Order_023,Family_0093,Genus_0186
genome_001493,Domain_01,Phylum_02,Class_007,Order_023,Family_0093,Genus_0186
