id,trait_000,trait_001,trait_002,trait_003,trait_004,trait_005,trait_006,trait_007,trait_008,trait_009,trait_010,trait_011,trait_012,trait_013,trait_014,trait_015,trait_016,trait_017,trait_018,trait_019
genome_000998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_000999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_001000,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0
genome_001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_001002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
genome_001003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_001004,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
genome_001005,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
genome_001006,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
genome_001007,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
genome_001008,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_001010,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
genome_001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
genome_001012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
genome_001013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
genome_001014,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
genome_001015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_001017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_001018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_001019,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
genome_001020,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
genome_001021,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
genome_001022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001023,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
genome_001024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_001025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
genome_001026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_001027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001028,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
genome_001029,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_001031,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
genome_001032,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
genome_001033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
genome_001034,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
genome_001035,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_001036,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001037,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
genome_001038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001039,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
genome_001040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_001041,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
genome_001042,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
genome_001043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001044,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_001045,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001046,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
genome_001047,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
genome_001048,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
genome_001049,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001050,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001051,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
genome_001052,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
genome_001053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
genome_001055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
genome_001056,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
genome_001057,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_001058,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
genome_001059,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
genome_001060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_001061,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
genome_001062,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
genome_001063,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
genome_001064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_001065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001067,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
genome_001068,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
genome_001069,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
genome_001070,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
genome_001071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_001074,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
genome_001075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
genome_001076,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
genome_001077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_001078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_001081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_001082,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001083,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
genome_001084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
genome_001085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001086,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_001087,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_001088,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
genome_001089,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
genome_001090,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
genome_001091,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_001092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_001094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_001095,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
genome_001096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001097,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
genome_001098,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
genome_001099,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001101,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_001102,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_001103,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_001104,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
genome_001105,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
genome_001106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001107,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
genome_001108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_001109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_001110,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
genome_001111,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_001112,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
genome_001113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001114,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001115,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
genome_001116,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
genome_001117,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
genome_001118,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
genome_001119,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
genome_001120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_001125,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
genome_001126,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
genome_001127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001129,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_001130,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
genome_001131,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
genome_001132,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1
genome_001133,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
genome_001134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_001136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_001137,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
genome_001138,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
genome_001139,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
genome_001140,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
genome_001141,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_001142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
genome_001144,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_001145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001146,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
genome_001147,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
genome_001148,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001150,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_001151,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
genome_001152,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
genome_001153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001154,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
genome_001155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001156,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
genome_001157,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
genome_001159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
genome_001161,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
genome_001162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_001163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001164,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
genome_001165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001167,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
genome_001168,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
genome_001169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
genome_001170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001172,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
genome_001173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
genome_001174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001175,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0
genome_001176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_001178,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
genome_001179,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
genome_001180,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
genome_001181,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
genome_001182,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_001183,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
genome_001184,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001186,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001187,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
genome_001188,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
genome_001189,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
genome_001190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
genome_001192,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
genome_001193,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
genome_001194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001196,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_001197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001198,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
genome_001199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
genome_001200,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001201,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
genome_001202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001203,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
genome_001204,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_001205,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_001207,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
genome_001208,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
genome_001209,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
genome_001210,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
genome_001211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001212,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
genome_001213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_001214,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
genome_001215,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
genome_001216,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
genome_001217,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
genome_001218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_001220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
genome_001221,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
genome_001222,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
genome_001223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_001224,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
genome_001225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001227,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
genome_001228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_001229,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
genome_001230,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
genome_001231,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
genome_001232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_001233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001234,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
genome_001235,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
genome_001236,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001237,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
genome_001238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
genome_001239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_001241,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
genome_001242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001243,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
genome_001244,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
genome_001245,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
genome_001246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_001248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_001249,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
genome_001250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_001251,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
genome_001252,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
genome_001253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
genome_001254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
genome_001255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_001256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
genome_001257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
genome_001258,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
genome_001259,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
genome_001260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001261,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
genome_001263,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_001264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
genome_001265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
genome_001266,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
genome_001267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_001268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
genome_001269,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_001270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001271,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genome_001272,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
genome_001273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
genome_001274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001276,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_001277,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
genome_001278,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_001279,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
genome_001280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
genome_001281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001284,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
genome_001285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
genome_001286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_001287,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genome_001289,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
genome_001290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001291,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
genome_001292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001293,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
genome_001294,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
genome_001295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genome_001296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
genome_001297,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
genome_001298,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
genome_001299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
